"EmployeeKey","ParentEmployeeKey","EmployeeNationalIDAlternateKey","ParentEmployeeNationalIDAlternateKey","FirstName","LastName","MiddleName","NameStyle","Title","HireDate","BirthDate","LoginID","EmailAddress","Phone","MaritalStatus","EmergencyContactName","EmergencyContactPhone","SalariedFlag","Gender","PayFrequency","BaseRate","VacationHours","SickLeaveHours","CurrentFlag","SalesPersonFlag","DepartmentName","EmployeePhoto","Position"
"188","23","60114406","277173473","Jack","Richins","S","False","Production Supervisor - WC30","21/09/2008 00:00:00","20/01/1983 00:00:00","AW\jack-richins","jack-richins@adventureworks.com","552-555-0111","S","Jack Richins","552-555-0111","False","M","2","25,0000","68","54","True","False","Production","System.Byte[]",""
"189","23","33237992","277173473","Andrew","Hill","R","False","Production Supervisor - WC10","22/09/2008 00:00:00","06/04/1988 00:00:00","AW\andrew-hill","andrew-hill@adventureworks.com","908-555-0159","S","Andrew Hill","908-555-0159","False","M","2","25,0000","65","52","True","False","Production","System.Byte[]",""
"190","89","1300049","750905084","Nicole","Holliday","B","False","Production Technician - WC40","22/09/2008 00:00:00","07/11/1985 00:00:00","AW\nicole-holliday","nicole-holliday@adventureworks.com","508-555-0129","M","Nicole Holliday","508-555-0129","False","F","1","15,0000","67","53","True","False","Production","System.Byte[]",""
"191","16","10708100","233069302","Frank","Miller","T","False","Production Technician - WC50","23/09/2008 00:00:00","21/02/1971 00:00:00","AW\frank-miller","frank-miller@adventureworks.com","167-555-0139","S","Frank Miller","167-555-0139","False","M","1","11,0000","10","25","True","False","Production","System.Byte[]",""
"192","154","672243793","858323870","Peter","Connelly","I","False","Network Administrator","23/09/2008 00:00:00","27/12/1979 00:00:00","AW\peter-connelly","peter-connelly@adventureworks.com","310-555-0133","S","Peter Connelly","310-555-0133","False","M","2","32,4519","69","54","True","False","Information Services","System.Byte[]",""
"193","111","63761469","45615666","Anibal","Sousa","T","False","Production Technician - WC20","23/09/2008 00:00:00","05/04/1974 00:00:00","AW\anibal-sousa","anibal-sousa@adventureworks.com","106-555-0120","S","Anibal Sousa","106-555-0120","False","F","1","14,0000","8","24","True","False","Production","System.Byte[]",""
"194","214","693168613","634335025","Ken","Myer","L","False","Production Technician - WC40","24/09/2008 00:00:00","26/12/1980 00:00:00","AW\ken-myer","ken-myer@adventureworks.com","949-555-0174","M","Ken Myer","949-555-0174","False","M","1","15,0000","51","45","True","False","Production","System.Byte[]",""
"195","32","476980013","535145551","Grant","Culbertson","N","False","Human Resources Administrative Assistant","25/09/2008 00:00:00","15/11/1975 00:00:00","AW\grant-culbertson","grant-culbertson@adventureworks.com","955-555-0131","S","Grant Culbertson","955-555-0131","False","M","2","13,9423","53","46","True","False","Human Resources","System.Byte[]",""
"196","40","334834274","630184120","Michael","Entin","T","False","Production Technician - WC50","25/09/2008 00:00:00","13/01/1989 00:00:00","AW\michael-entin","michael-entin@adventureworks.com","817-555-0186","S","Michael Entin","817-555-0186","False","M","1","11,0000","94","67","True","False","Production","System.Byte[]",""
"197","163","399658727","551834634","Lionel","Penuchot","C","False","Production Technician - WC45","26/09/2008 00:00:00","13/10/1987 00:00:00","AW\lionel-penuchot","lionel-penuchot@adventureworks.com","450-555-0152","S","Lionel Penuchot","450-555-0152","False","M","1","10,0000","78","59","True","False","Production","System.Byte[]",""
"198","9","500412746","309738752","Thomas","Michaels","R","False","Production Technician - WC60","26/09/2008 00:00:00","10/08/1985 00:00:00","AW\thomas-michaels","thomas-michaels@adventureworks.com","278-555-0118","M","Thomas Michaels","278-555-0118","False","M","1","12,4500","37","38","True","False","Production","System.Byte[]",""
"199","87","652779496","521265716","Jimmy","Bischoff","T","False","Stocker","26/09/2008 00:00:00","01/06/1990 00:00:00","AW\jimmy-bischoff","jimmy-bischoff@adventureworks.com","927-555-0168","M","Jimmy Bischoff","927-555-0168","False","M","1","9,0000","96","68","True","False","Shipping and Receiving","System.Byte[]",""
"200","138","878395493","386315192","Michael","Vanderhyde","T","False","Production Technician - WC30","26/09/2008 00:00:00","18/04/1982 00:00:00","AW\michael-vanderhyde","michael-vanderhyde@adventureworks.com","296-555-0121","M","Michael Vanderhyde","296-555-0121","False","M","1","9,5000","35","37","True","False","Production","System.Byte[]",""
"201","23","332349500","277173473","Lori","Kane","A","False","Production Supervisor - WC45","26/09/2008 00:00:00","16/02/1980 00:00:00","AW\lori-kane","lori-kane@adventureworks.com","289-555-0196","S","Lori Kane","289-555-0196","False","F","2","25,0000","76","58","True","False","Production","System.Byte[]",""
"202","278","792847334","895209680","Arvind","Rao","B","False","Buyer","28/09/2008 00:00:00","21/03/1974 00:00:00","AW\arvind-rao","arvind-rao@adventureworks.com","848-555-0163","M","Arvind Rao","848-555-0163","False","M","2","18,2692","60","50","True","False","Purchasing","System.Byte[]",""
"203","186","621932914","862951447","Stefen","Hesse","A","False","Production Technician - WC20","28/09/2008 00:00:00","21/07/1975 00:00:00","AW\stefen-hesse","stefen-hesse@adventureworks.com","165-555-0113","S","Stefen Hesse","165-555-0113","False","M","1","14,0000","19","29","True","False","Production","System.Byte[]",""
"204","23","398223854","277173473","Hazem","Abolrous","E","False","Quality Assurance Manager","28/09/2008 00:00:00","26/05/1977 00:00:00","AW\hazem-abolrous","hazem-abolrous@adventureworks.com","869-555-0125","S","Hazem Abolrous","869-555-0125","True","M","2","28,8462","80","60","True","False","Quality Assurance","System.Byte[]",""
"205","142","519756660","30845","Janet","Sheperdigian","L","False","Accounts Payable Specialist","29/09/2008 00:00:00","07/10/1978 00:00:00","AW\janet-sheperdigian","janet-sheperdigian@adventureworks.com","393-555-0186","M","Janet Sheperdigian","393-555-0186","False","F","2","19,0000","64","52","True","False","Finance","System.Byte[]",""
"206","76","912141525","778552911","Elizabeth","Keyser","I","False","Production Technician - WC50","30/09/2008 00:00:00","25/08/1989 00:00:00","AW\elizabeth-keyser","elizabeth-keyser@adventureworks.com","318-555-0137","M","Elizabeth Keyser","318-555-0137","False","F","1","11,0000","5","22","True","False","Production","System.Byte[]",""
"207","7","243322160","24756624","Terry","Eminhizer","J","False","Marketing Specialist","30/09/2008 00:00:00","04/09/1985 00:00:00","AW\terry-eminhizer","terry-eminhizer@adventureworks.com","138-555-0118","M","Terry Eminhizer","138-555-0118","False","M","2","14,4231","44","42","True","False","Marketing","System.Byte[]",""
"208","188","568626529","60114406","John","Frum","N","False","Production Technician - WC30","01/10/2008 00:00:00","22/10/1981 00:00:00","AW\john-frum","john-frum@adventureworks.com","663-555-0172","S","John Frum","663-555-0172","False","M","1","9,5000","27","33","True","False","Production","System.Byte[]",""
"209","177","301435199","578935259","Merav","Netz","A","False","Production Technician - WC30","01/10/2008 00:00:00","11/12/1982 00:00:00","AW\merav-netz","merav-netz@adventureworks.com","224-555-0187","M","Merav Netz","224-555-0187","False","F","1","9,5000","46","43","True","False","Production","System.Byte[]",""
"210","46","368691270","685233686","Brian","LaMee","P","False","Scheduling Assistant","01/10/2008 00:00:00","11/03/1984 00:00:00","AW\brian-lamee","brian-lamee@adventureworks.com","313-555-0196","M","Brian LaMee","313-555-0196","False","M","2","16,0000","48","44","True","False","Production Control","System.Byte[]",""
"211","40","211789056","630184120","Kitti","Lertpiriyasuwat","H","False","Production Technician - WC50","02/10/2008 00:00:00","04/01/1987 00:00:00","AW\kitti-lertpiriyasuwat","kitti-lertpiriyasuwat@adventureworks.com","785-555-0132","S","Kitti Lertpiriyasuwat","785-555-0132","False","F","1","11,0000","89","64","True","False","Production","System.Byte[]",""
"212","20","63179277","494170342","Jay","Adams","G","False","Production Technician - WC60","03/10/2008 00:00:00","11/09/1975 00:00:00","AW\jay-adams","jay-adams@adventureworks.com","407-555-0165","S","Jay Adams","407-555-0165","False","M","1","12,4500","32","36","True","False","Production","System.Byte[]",""
"213","188","587567941","60114406","Jan","Miksovsky","S","False","Production Technician - WC30","03/10/2008 00:00:00","15/06/1974 00:00:00","AW\jan-miksovsky","jan-miksovsky@adventureworks.com","139-555-0131","S","Jan Miksovsky","139-555-0131","False","M","1","9,5000","30","35","True","False","Production","System.Byte[]",""
"214","23","634335025","277173473","Brenda","Diaz","M","False","Production Supervisor - WC40","03/10/2008 00:00:00","28/09/1982 00:00:00","AW\brenda-diaz","brenda-diaz@adventureworks.com","142-555-0139","M","Brenda Diaz","142-555-0139","False","F","2","25,0000","71","55","True","False","Production","System.Byte[]",""
"215","126","65848458","712885347","Andrew","Cencini","M","False","Production Technician - WC45","04/10/2008 00:00:00","24/04/1988 00:00:00","AW\andrew-cencini","andrew-cencini@adventureworks.com","207-555-0192","S","Andrew Cencini","207-555-0192","False","M","1","10,0000","73","56","True","False","Production","System.Byte[]",""
"216","92","260805477","345106466","Chris","Norred","K","False","Control Specialist","04/10/2008 00:00:00","24/12/1986 00:00:00","AW\chris-norred","chris-norred@adventureworks.com","575-555-0126","M","Chris Norred","575-555-0126","False","M","2","16,8269","75","57","True","False","Document Control","System.Byte[]",""
"217","18","442121106","446466105","Chris","Okelberry","O","False","Production Technician - WC60","05/10/2008 00:00:00","07/03/1986 00:00:00","AW\chris-okelberry","chris-okelberry@adventureworks.com","315-555-0144","S","Chris Okelberry","315-555-0144","False","M","1","12,4500","16","28","True","False","Production","System.Byte[]",""
"218","147","300946911","319472946","Shelley","Dyck","N","False","Production Technician - WC20","05/10/2008 00:00:00","08/07/1986 00:00:00","AW\shelley-dyck","shelley-dyck@adventureworks.com","991-555-0184","S","Shelley Dyck","991-555-0184","False","F","1","14,0000","14","27","True","False","Production","System.Byte[]",""
"219","214","440379437","634335025","Gabe","Mares","B","False","Production Technician - WC40","06/10/2008 00:00:00","09/12/1987 00:00:00","AW\gabe-mares","gabe-mares@adventureworks.com","310-555-0117","M","Gabe Mares","310-555-0117","False","M","1","15,0000","57","48","True","False","Production","System.Byte[]",""
"220","142","480951955","30845","Mike","Seamans","K","False","Accountant","06/10/2008 00:00:00","29/01/1979 00:00:00","AW\mike-seamans","mike-seamans@adventureworks.com","927-555-0150","S","Mike Seamans","927-555-0150","True","M","2","26,4423","59","49","True","False","Finance","System.Byte[]",""
"221","162","879342154","134969118","Michael","Raheem","","False","Research and Development Manager","01/12/2008 00:00:00","30/06/1984 00:00:00","AW\michael-raheem","michael-raheem@adventureworks.com","330-555-2568","M","Michael Raheem","330-555-2568","True","M","2","42,4808","16","64","True","False","Research and Development","System.Byte[]",""
"222","152","141165819","519899904","Gary","Altman","E.","False","Facilities Manager","02/07/2009 00:00:00","18/09/1970 00:00:00","AW\gary-altman","gary-altman@adventureworks.com","110-555-0112","M","Gary Altman","110-555-0112","True","M","2","24,0385","86","63","True","False","Facilities and Maintenance","System.Byte[]",""
"223","20","537092325","494170342","Charles","Fitzgerald","B","False","Production Technician - WC60","03/07/2009 00:00:00","02/04/1971 00:00:00","AW\charles-fitzgerald","charles-fitzgerald@adventureworks.com","931-555-0118","S","Charles Fitzgerald","931-555-0118","False","M","1","12,4500","27","33","True","False","Production","System.Byte[]",""
"224","27","455563743","360868122","Ebru","Ersan","N","False","Production Technician - WC10","06/07/2009 00:00:00","22/04/1986 00:00:00","AW\ebru-ersan","ebru-ersan@adventureworks.com","202-555-0187","S","Ebru Ersan","202-555-0187","False","M","1","13,4500","93","66","True","False","Production","System.Byte[]",""
"225","111","701156975","45615666","Sylvester","Valdez","A","False","Production Technician - WC20","11/07/2009 00:00:00","12/06/1970 00:00:00","AW\sylvester-valdez","sylvester-valdez@adventureworks.com","492-555-0174","M","Sylvester Valdez","492-555-0174","False","M","1","14,0000","4","22","True","False","Production","System.Byte[]",""
"226","53","1662732","370989364","Brian","Goldstein","Richard","False","Production Technician - WC40","11/07/2009 00:00:00","23/07/1970 00:00:00","AW\brian-goldstein","brian-goldstein@adventureworks.com","730-555-0117","S","Brian Goldstein","730-555-0117","False","M","1","15,0000","63","51","True","False","Production","System.Byte[]",""
"227","278","407505660","895209680","Linda","Meisner","P","False","Buyer","17/07/2009 00:00:00","30/06/1970 00:00:00","AW\linda-meisner","linda-meisner@adventureworks.com","916-555-0165","M","Linda Meisner","916-555-0165","False","F","2","18,2692","56","48","True","False","Purchasing","System.Byte[]",""
"228","66","294148271","7201901","Betsy","Stadick","A","False","Production Technician - WC10","18/07/2009 00:00:00","17/07/1942 00:00:00","AW\betsy-stadick","betsy-stadick@adventureworks.com","405-555-0171","S","Betsy Stadick","405-555-0171","False","F","1","13,4500","99","69","True","False","Production","System.Byte[]",""
"229","222","552560652","141165819","Magnus","Hedlund","E","False","Facilities Administrative Assistant","21/07/2009 00:00:00","27/03/1971 00:00:00","AW\magnus-hedlund","magnus-hedlund@adventureworks.com","583-555-0182","M","Magnus Hedlund","583-555-0182","False","M","2","9,7500","87","63","True","False","Facilities and Maintenance","System.Byte[]",""
"230","20","834186596","494170342","Karan","Khanna","R","False","Production Technician - WC60","22/07/2009 00:00:00","05/10/1969 00:00:00","AW\karan-khanna","karan-khanna@adventureworks.com","447-555-0186","S","Karan Khanna","447-555-0186","False","M","1","12,4500","28","34","True","False","Production","System.Byte[]",""
"231","27","717889520","360868122","Mary","Baker","R","False","Production Technician - WC10","25/07/2009 00:00:00","19/04/1986 00:00:00","AW\mary-baker","mary-baker@adventureworks.com","283-555-0185","M","Mary Baker","283-555-0185","False","F","1","13,4500","94","67","True","False","Production","System.Byte[]",""
"232","27","801365500","360868122","Kevin","Homer","M","False","Production Technician - WC10","25/07/2009 00:00:00","19/04/1986 00:00:00","AW\kevin-homer","kevin-homer@adventureworks.com","555-555-0113","S","Kevin Homer","555-555-0113","False","M","1","13,4500","90","65","True","False","Production","System.Byte[]",""
"233","53","413787783","370989364","Mihail","Frintu","U","False","Production Technician - WC40","29/07/2009 00:00:00","07/10/1970 00:00:00","AW\mihail-frintu","mihail-frintu@adventureworks.com","733-555-0128","S","Mihail Frintu","733-555-0128","False","M","1","15,0000","64","52","True","False","Production","System.Byte[]",""
"234","189","109272464","33237992","Bonnie","Kearney","N","False","Production Technician - WC10","01/08/2009 00:00:00","10/04/1986 00:00:00","AW\bonnie-kearney","bonnie-kearney@adventureworks.com","264-555-0150","M","Bonnie Kearney","264-555-0150","False","F","1","13,4500","89","64","True","False","Production","System.Byte[]",""
"235","278","482810518","895209680","Fukiko","Ogisu","J","False","Buyer","04/08/2009 00:00:00","24/06/1970 00:00:00","AW\fukiko-ogisu","fukiko-ogisu@adventureworks.com","520-555-0177","M","Fukiko Ogisu","520-555-0177","False","M","2","18,2692","57","48","True","False","Purchasing","System.Byte[]",""
"236","111","113393530","45615666","Hung-Fu","Ting","T","False","Production Technician - WC20","06/08/2009 00:00:00","23/05/1971 00:00:00","AW\hung-fu-ting","hung-fu-ting@adventureworks.com","497-555-0181","S","Hung-Fu Ting","497-555-0181","False","M","1","14,0000","0","20","True","False","Production","System.Byte[]",""
"237","278","466142721","895209680","Gordon","Hee","L","False","Buyer","11/08/2009 00:00:00","29/06/1942 00:00:00","AW\gordon-hee","gordon-hee@adventureworks.com","230-555-0144","M","Gordon Hee","230-555-0144","False","M","2","18,2692","52","46","True","False","Purchasing","System.Byte[]",""
"238","66","390124815","7201901","Kimberly","Zimmerman","B","False","Production Technician - WC10","12/08/2009 00:00:00","13/04/1986 00:00:00","AW\kimberly-zimmerman","kimberly-zimmerman@adventureworks.com","123-555-0167","S","Kimberly Zimmerman","123-555-0167","False","F","1","13,4500","95","67","True","False","Production","System.Byte[]",""
"239","18","6298838","446466105","Kim","Abercrombie","B","False","Production Technician - WC60","16/08/2009 00:00:00","14/07/1942 00:00:00","AW\kim-abercrombie","kim-abercrombie@adventureworks.com","208-555-0114","M","Kim Abercrombie","208-555-0114","False","F","1","12,4500","24","32","True","False","Production","System.Byte[]",""
"240","53","943170460","370989364","Sandeep","Kaliyath","P","False","Production Technician - WC40","17/08/2009 00:00:00","03/07/1970 00:00:00","AW\sandeep-kaliyath","sandeep-kaliyath@adventureworks.com","166-555-0156","S","Sandeep Kaliyath","166-555-0156","False","M","1","15,0000","65","52","True","False","Production","System.Byte[]",""
"241","111","339233463","45615666","Prasanna","Samarawickrama","E","False","Production Technician - WC20","22/08/2009 00:00:00","28/11/1952 00:00:00","AW\prasanna-samarawickrama","prasanna-samarawickrama@adventureworks.com","129-555-0199","M","Prasanna Samarawickrama","129-555-0199","False","M","1","14,0000","5","22","True","False","Production","System.Byte[]",""
"242","278","367453993","895209680","Frank","Pellow","S","False","Buyer","23/08/2009 00:00:00","11/12/1951 00:00:00","AW\frank-pellow","frank-pellow@adventureworks.com","163-555-0147","M","Frank Pellow","163-555-0147","False","M","2","18,2692","58","49","True","False","Purchasing","System.Byte[]",""
"243","111","872923042","45615666","Min","Su","G","False","Production Technician - WC20","24/08/2009 00:00:00","10/04/1974 00:00:00","AW\min-su","min-su@adventureworks.com","590-555-0152","M","Min Su","590-555-0152","False","M","1","14,0000","1","20","True","False","Production","System.Byte[]",""
"244","53","697712387","370989364","Eric","Brown","L","False","Production Technician - WC40","24/08/2009 00:00:00","08/07/1942 00:00:00","AW\eric-brown","eric-brown@adventureworks.com","680-555-0118","M","Eric Brown","680-555-0118","False","M","1","15,0000","60","50","True","False","Production","System.Byte[]",""
"245","278","381073001","895209680","Eric","Kurjan","S","False","Buyer","27/08/2009 00:00:00","17/04/1972 00:00:00","AW\eric-kurjan","eric-kurjan@adventureworks.com","265-555-0195","S","Eric Kurjan","265-555-0195","False","M","2","18,2692","54","47","True","False","Purchasing","System.Byte[]",""
"246","51","646304055","553069203","Pat","Coleman","H","False","Janitor","27/08/2009 00:00:00","03/07/1970 00:00:00","AW\pat-coleman","pat-coleman@adventureworks.com","720-555-0158","S","Pat Coleman","720-555-0158","False","M","1","9,2500","89","64","True","False","Facilities and Maintenance","System.Byte[]",""
"247","20","414476027","494170342","Maciej","Dusza","W","False","Production Technician - WC60","29/08/2009 00:00:00","30/08/1954 00:00:00","AW\maciej-dusza","maciej-dusza@adventureworks.com","237-555-0128","S","Maciej Dusza","237-555-0128","False","M","1","12,4500","30","35","True","False","Production","System.Byte[]",""
"248","278","785853949","895209680","Erin","Hagens","M","False","Buyer","31/08/2009 00:00:00","04/08/1970 00:00:00","AW\erin-hagens","erin-hagens@adventureworks.com","842-555-0158","S","Erin Hagens","842-555-0158","False","F","2","18,2692","53","46","True","False","Purchasing","System.Byte[]",""
"249","66","90888098","7201901","Patrick","Wedge","C","False","Production Technician - WC10","01/09/2009 00:00:00","10/04/1986 00:00:00","AW\patrick-wedge","patrick-wedge@adventureworks.com","413-555-0124","S","Patrick Wedge","413-555-0124","False","M","1","13,4500","96","68","True","False","Production","System.Byte[]",""
"250","53","947029962","370989364","Frank","Martinez","R","False","Production Technician - WC40","05/09/2009 00:00:00","01/10/1951 00:00:00","AW\frank-martinez","frank-martinez@adventureworks.com","203-555-0196","M","Frank Martinez","203-555-0196","False","M","1","15,0000","66","53","True","False","Production","System.Byte[]",""
"251","18","461786517","446466105","Ed","Dudenhoefer","R","False","Production Technician - WC60","05/09/2009 00:00:00","11/04/1971 00:00:00","AW\ed-dudenhoefer","ed-dudenhoefer@adventureworks.com","919-555-0140","S","Ed Dudenhoefer","919-555-0140","False","M","1","12,4500","25","32","True","False","Production","System.Byte[]",""
"252","27","393421437","360868122","Christopher","Hill","E","False","Production Technician - WC10","08/09/2009 00:00:00","01/05/1986 00:00:00","AW\christopher-hill","christopher-hill@adventureworks.com","153-555-0166","M","Christopher Hill","153-555-0166","False","M","1","13,4500","91","65","True","False","Production","System.Byte[]",""
"253","53","988315686","370989364","Patrick","Cook","M","False","Production Technician - WC40","12/09/2009 00:00:00","23/07/1973 00:00:00","AW\patrick-cook","patrick-cook@adventureworks.com","425-555-0117","M","Patrick Cook","425-555-0117","False","M","1","15,0000","61","50","True","False","Production","System.Byte[]",""
"254","111","56772045","45615666","Krishna","Sunkammurali","","False","Production Technician - WC20","13/09/2009 00:00:00","05/04/1971 00:00:00","AW\krishna-sunkammurali","krishna-sunkammurali@adventureworks.com","491-555-0183","S","Krishna Sunkammurali","491-555-0183","False","M","1","14,0000","2","21","True","False","Production","System.Byte[]",""
"255","51","879334904","553069203","Lori","Penor","K","False","Janitor","16/09/2009 00:00:00","28/02/1970 00:00:00","AW\lori-penor","lori-penor@adventureworks.com","295-555-0161","M","Lori Penor","295-555-0161","False","F","1","9,2500","90","65","True","False","Facilities and Maintenance","System.Byte[]",""
"256","66","82638150","7201901","Danielle","Tiedt","C","False","Production Technician - WC10","20/09/2009 00:00:00","07/04/1986 00:00:00","AW\danielle-tiedt","danielle-tiedt@adventureworks.com","500-555-0172","S","Danielle Tiedt","500-555-0172","False","F","1","13,4500","97","68","True","False","Production","System.Byte[]",""
"257","43","343861179","885055826","Sootha","Charncherngkha","T","False","Quality Assurance Technician","23/09/2009 00:00:00","05/07/1942 00:00:00","AW\sootha-charncherngkha","sootha-charncherngkha@adventureworks.com","325-555-0137","M","Sootha Charncherngkha","325-555-0137","False","M","2","10,5769","85","62","True","False","Quality Assurance","System.Byte[]",""
"258","20","582347317","494170342","Michael","Zwilling","J","False","Production Technician - WC60","23/09/2009 00:00:00","05/04/1973 00:00:00","AW\michael-zwilling","michael-zwilling@adventureworks.com","582-555-0148","S","Michael Zwilling","582-555-0148","False","M","1","12,4500","26","33","True","False","Production","System.Byte[]",""
"259","20","8066363","494170342","Randy","Reeves","T","False","Production Technician - WC60","23/09/2009 00:00:00","26/11/1969 00:00:00","AW\randy-reeves","randy-reeves@adventureworks.com","961-555-0122","M","Randy Reeves","961-555-0122","False","M","1","12,4500","29","34","True","False","Production","System.Byte[]",""
"260","27","561196580","360868122","John","Kane","T","False","Production Technician - WC10","27/09/2009 00:00:00","28/04/1986 00:00:00","AW\john-kane","john-kane@adventureworks.com","254-555-0114","S","John Kane","254-555-0114","False","M","1","13,4500","92","66","True","False","Production","System.Byte[]",""
"261","53","58791499","370989364","Jack","Creasey","T","False","Production Technician - WC40","01/10/2009 00:00:00","29/03/1973 00:00:00","AW\jack-creasey","jack-creasey@adventureworks.com","521-555-0113","S","Jack Creasey","521-555-0113","False","M","1","15,0000","62","51","True","False","Production","System.Byte[]",""
"262","111","163347032","45615666","Olinda","Turner","C","False","Production Technician - WC20","02/10/2009 00:00:00","02/11/1969 00:00:00","AW\olinda-turner","olinda-turner@adventureworks.com","306-555-0186","S","Olinda Turner","306-555-0186","False","F","1","14,0000","3","21","True","False","Production","System.Byte[]",""
"263","51","28414965","553069203","Stuart","Macrae","J","False","Janitor","03/10/2009 00:00:00","17/07/1971 00:00:00","AW\stuart-macrae","stuart-macrae@adventureworks.com","539-555-0149","M","Stuart Macrae","539-555-0149","False","M","1","9,2500","88","64","True","False","Facilities and Maintenance","System.Byte[]",""
"264","51","153479919","553069203","Jo","Berry","L","False","Janitor","05/10/2009 00:00:00","22/11/1953 00:00:00","AW\jo-berry","jo-berry@adventureworks.com","228-555-0159","M","Jo Berry","228-555-0159","False","F","1","9,2500","91","65","True","False","Facilities and Maintenance","System.Byte[]",""
"265","278","20269531","895209680","Ben","Miller","T","False","Buyer","07/10/2009 00:00:00","01/01/1973 00:00:00","AW\ben-miller","ben-miller@adventureworks.com","151-555-0113","M","Ben Miller","151-555-0113","False","M","2","18,2692","55","47","True","False","Purchasing","System.Byte[]",""
"266","66","826454897","7201901","Tom","Vande Velde","M","False","Production Technician - WC10","08/10/2009 00:00:00","01/05/1986 00:00:00","AW\tom-vande-velde","tom-vande-velde@adventureworks.com","295-555-0161","M","Tom Vande Velde","295-555-0161","False","M","1","13,4500","98","69","True","False","Production","System.Byte[]",""
"267","3","974026903","509647174","Ovidiu","Cracium","V","False","Senior Tool Designer","05/07/2010 00:00:00","17/08/1977 00:00:00","AW\ovidiu-cracium","ovidiu-cracium@adventureworks.com","719-555-0181","S","Ovidiu Cracium","719-555-0181","False","M","2","28,8462","7","23","True","False","Tool Design","System.Byte[]",""
"268","278","437296311","895209680","Annette","Hill","L","False","Purchasing Assistant","06/07/2010 00:00:00","29/08/1977 00:00:00","AW\annette-hill","annette-hill@adventureworks.com","125-555-0196","M","Annette Hill","125-555-0196","False","F","2","12,7500","50","45","True","False","Purchasing","System.Byte[]",""
"269","267","486228782","974026903","Janice","Galvin","M","False","Tool Designer","23/07/2010 00:00:00","26/12/1988 00:00:00","AW\janice-galvin","janice-galvin@adventureworks.com","473-555-0117","M","Janice Galvin","473-555-0117","False","F","2","25,0000","8","24","True","False","Tool Design","System.Byte[]",""
"270","278","280633567","895209680","Reinout","Hillmann","N","False","Purchasing Assistant","25/07/2010 00:00:00","17/08/1977 00:00:00","AW\reinout-hillmann","reinout-hillmann@adventureworks.com","370-555-0163","M","Reinout Hillmann","370-555-0163","False","M","2","12,7500","51","45","True","False","Purchasing","System.Byte[]",""
"271","3","42487730","509647174","Michael","Sullivan","I","False","Senior Design Engineer","30/07/2010 00:00:00","14/01/1979 00:00:00","AW\michael-sullivan","michael-sullivan@adventureworks.com","465-555-0156","S","Michael Sullivan","465-555-0156","True","M","2","36,0577","3","21","True","False","Engineering","System.Byte[]",""
"272","277","502097814","112432117","Stephen","Jiang","Y","False","North American Sales Manager","04/08/2010 00:00:00","17/05/1951 00:00:00","AW\stephen-jiang","stephen-jiang@adventureworks.com","238-555-0197","M","Stephen Jiang","238-555-0197","True","M","2","48,1010","14","27","True","True","Sales","System.Byte[]","Sales Manager"
"273","7","323403273","24756624","Wanida","Benshoof","M","False","Marketing Assistant","07/08/2010 00:00:00","15/10/1974 00:00:00","AW\wanida-benshoof","wanida-benshoof@adventureworks.com","708-555-0141","M","Wanida Benshoof","708-555-0141","False","F","2","13,4615","41","40","True","False","Marketing","System.Byte[]",""
"274","3","56920285","509647174","Sharon","Salavaria","B","False","Design Engineer","18/08/2010 00:00:00","30/11/1960 00:00:00","AW\sharon-salavaria","sharon-salavaria@adventureworks.com","970-555-0138","M","Sharon Salavaria","970-555-0138","True","F","2","32,6923","4","22","True","False","Engineering","System.Byte[]",""
"275","7","222969461","24756624","John","Wood","L","False","Marketing Specialist","07/09/2010 00:00:00","04/10/1977 00:00:00","AW\john-wood","john-wood@adventureworks.com","486-555-0150","S","John Wood","486-555-0150","False","M","2","14,4231","48","44","True","False","Marketing","System.Byte[]",""
"276","7","52541318","24756624","Mary","Dempsey","A","False","Marketing Assistant","14/09/2010 00:00:00","29/08/1977 00:00:00","AW\mary-dempsey","mary-dempsey@adventureworks.com","124-555-0114","S","Mary Dempsey","124-555-0114","False","F","2","13,4615","43","41","True","False","Marketing","System.Byte[]",""
"277","277","112432117","112432117","Brian","Welcker","S","False","Director of Sales","15/09/2010 00:00:00","04/01/1977 00:00:00","AW\brian-welcker","brian-welcker@adventureworks.com","716-555-0127","S","Brian Welcker","716-555-0127","True","M","2","72,1154","10","25","True","True","Sales","System.Byte[]","Sales Director"
"278","73","895209680","121491555","Sheela","Word","H","False","Purchasing Manager","25/09/2010 00:00:00","10/09/1977 00:00:00","AW\sheela-word","sheela-word@adventureworks.com","210-555-0193","S","Sheela Word","210-555-0193","True","F","2","30,0000","49","44","True","False","Purchasing","System.Byte[]",""
"279","73","895209680","121491555","Sheela","Word","H","False","Purchasing Manager","25/09/2010 00:00:00","10/09/1977 00:00:00","AW\sheela-word","sheela-word@adventureworks.com","210-555-0193","S","Sheela Word","210-555-0193","True","F","2","30,0000","49","44","True","False","Purchasing","System.Byte[]",""
"280","73","895209680","121491555","Sheela","Word","H","False","Purchasing Manager","25/09/2010 00:00:00","10/09/1977 00:00:00","AW\sheela-word","sheela-word@adventureworks.com","210-555-0193","S","Sheela Word","210-555-0193","True","F","2","30,0000","49","44","True","False","Purchasing","System.Byte[]",""
